live_id,species,content,label,background
shapellxofficial,Apparel & Footwear,Ok I just ordered,0,The user is confirming their purchase decision after discussing product details like size and price with others in the chat.
shapellxofficial,Apparel & Footwear,what size,1,"The user is asking about the size of the product being shown or worn, likely to determine their own fit based on the model's dimensions."
shapellxofficial,Apparel & Footwear,Thank you,0,The user likely wants to express gratitude for the helpful size information shared by others in the chat.
shapellxofficial,Apparel & Footwear,I have 2 and I have never seen this much discount!!! I just bought another,0,"The user is excited about the significant discount and decided to purchase an additional item despite already owning two, showing strong buying enthusiasm."
shapellxofficial,Apparel & Footwear,What number,1,"The user is asking about the product size or item number being discussed, likely seeking clarification to make a purchase decision."
shapellxofficial,Apparel & Footwear,jajajjaja,0,"The user is likely laughing in response to the lively chat about sizes and purchases, possibly finding the rapid exchange amusing or relatable."
shapellxofficial,Apparel & Footwear,supite,0,"The user likely meant to ask ""What size are you wearing?"" but misspelled it as ""supite"" in a hurry."
shapellxofficial,Apparel & Footwear,es fajá?,1,"The user is likely asking about the size of the product being shown, similar to previous inquiries about sizing in the chat."
shapellxofficial,Apparel & Footwear,I see the boot6,0,"The user is likely asking about the size or details of the ""boot6"" product mentioned in the conversation, similar to previous inquiries about sizing and item numbers."
shapellxofficial,Apparel & Footwear,16-18,0,"The user is likely indicating their clothing size preference, responding to a previous question about sizes in the chat."
shapellxofficial,Apparel & Footwear,Wepppaaaaaaa  angieeeeee,0,"The user is likely expressing excitement or admiration for Angie, possibly reacting to her appearance or a deal she mentioned, in a playful and enthusiastic tone."
shapellxofficial,Apparel & Footwear,Bonita muejers,0,"The user likely meant to compliment the host by saying ""Beautiful women"" in Spanish, possibly referring to the models or the host's appearance."
shapellxofficial,Apparel & Footwear,Tampa!,0,"The user is likely expressing excitement or agreement about the product, possibly in response to a mention of Tampa (maybe a product name or location)."
shapellxofficial,Apparel & Footwear,Westchester county,0,"The user is likely inquiring about the availability or delivery options for Westchester County, possibly related to sizing or pricing mentioned earlier."
shapellxofficial,Apparel & Footwear,I shared you on my Facebook page!,0,"The user is excited about the product and wants to promote it to their friends on Facebook, likely indicating strong interest and satisfaction."
shapellxofficial,Apparel & Footwear,I have $10coupon,0,The user is likely indicating they have a discount coupon and may be considering making a purchase with it.
shapellxofficial,Apparel & Footwear,it says out of stock,0,The user is likely expressing disappointment that the desired item is no longer available for purchase.
shapellxofficial,Apparel & Footwear,jumpsuit,1,"The user is likely asking about the availability or details of a jumpsuit mentioned in the直播, possibly prompted by others discussing purchases and sizes."
shapellxofficial,Apparel & Footwear,meeeeeeee!!!!!!!,0,"The user is likely expressing excitement or eagerness to purchase, possibly reacting to a product reveal or discount announcement."
shapellxofficial,Apparel & Footwear,I already bought 8 leggings,0,"The user is excitedly sharing their purchase of multiple leggings, likely due to the attractive discount, and implying satisfaction or enthusiasm about the product."
shapellxofficial,Apparel & Footwear,Milwaukee Wisconsin,0,"The user is likely indicating their location to check if the product ships to Milwaukee, Wisconsin."
shapellxofficial,Apparel & Footwear,talla 16,0,"The user is likely asking if the product is available in size 16, possibly responding to earlier discussions about sizing or stock availability."
shapellxofficial,Apparel & Footwear,size 22/24 jeans,0,The user is likely inquiring about the availability of size 22/24 jeans or expressing interest in purchasing them.
shapellxofficial,Apparel & Footwear,muchas gracias mi vida,0,"The user is likely expressing enthusiastic gratitude in Spanish, possibly thanking the host or sharing excitement about a purchase or deal mentioned earlier."
shapellxofficial,Apparel & Footwear,will the leggings roll down?,1,"The user is likely asking if the leggings stay in place or tend to slip down during wear, expressing practical concern before potential purchase."
shapellxofficial,Apparel & Footwear,I need extra  large for jumpsuit,0,"The user is inquiring about the availability of the jumpsuit in an extra-large size, indicating a clear purchase intent for that specific item."
shapellxofficial,Apparel & Footwear,Thanks,0,"The user likely expresses gratitude or acknowledgment, possibly in response to helpful information or a positive interaction during the live stream."
shapellxofficial,Apparel & Footwear,I weight 214 what size do you recommend,1,"The user is asking for a size recommendation based on their weight of 214 pounds, likely for clothing mentioned in the直播 (e.g., jumpsuit or leggings)."
shapellxofficial,Apparel & Footwear,que talla usas tu soy como tu,1,"The user is asking, ""What size do you wear? I'm about the same size as you,"" likely seeking sizing advice by comparing with the streamer or another viewer."
shapellxofficial,Apparel & Footwear,Florida in Broward County,0,"The user is likely indicating their location (Broward County, Florida) to inquire about product availability or shipping options based on previous size and location-related questions."
shapellxofficial,Apparel & Footwear,yes the leggings  are  amazing  I use  it for workouts,0,"The user is enthusiastically endorsing the leggings, sharing their positive experience of using them for workouts to encourage others to buy."
shapellxofficial,Apparel & Footwear,Puerto Rico,0,"The user is likely indicating their location or expressing interest in products related to Puerto Rico, similar to others sharing their regions."
shapellxofficial,Apparel & Footwear,Florida,0,"The user is likely indicating their location in Florida to inquire about product availability or sizing recommendations, similar to others sharing their locations."
shapellxofficial,Apparel & Footwear,Oh ok lol,0,"The user likely acknowledges previous comments casually without strong purchase intent, possibly reacting to sizing discussions or product availability."
shapellxofficial,Apparel & Footwear,Is it true to size ?,1,The user is asking if the clothing item fits accurately according to standard sizing measurements.
shapellxofficial,Apparel & Footwear,Nurses and any one standing on their feet NEEDS to invest in these because it helps circulation,0,"The user is enthusiastically recommending the product (likely compression leggings) as essential for people who stand a lot, emphasizing its circulation benefits based on personal experience or observed effects."
shapellxofficial,Apparel & Footwear,Ok thanks,0,"The user likely acknowledges a helpful response about sizing or product details, indicating polite gratitude without strong purchase intent."
shapellxofficial,Apparel & Footwear,Love your live!,0,"The user is expressing enthusiastic support for the livestream, likely influenced by the positive shopping discussions about sizing and product quality in previous messages."
shapellxofficial,Apparel & Footwear,Do you have jump suit 18 20,1,"The user is inquiring about the availability of jumpsuits in sizes 18 and 20, likely seeking a purchase recommendation based on the ongoing discussion about sizing."
shapellxofficial,Apparel & Footwear,i just got my leggings and my shapewear i really like them i actually got compliments,0,"The user is enthusiastically sharing their positive experience with the purchased leggings and shapewear, likely to validate the product's quality and encourage others to buy."
shapellxofficial,Apparel & Footwear,I got minessssss,0,"The user is excitedly confirming they've received their purchased items, likely leggings or shapewear, matching the positive feedback trend in previous messages."
shapellxofficial,Apparel & Footwear,Just ordered mine lol,0,"The user is excitedly confirming their purchase in a casual tone, likely influenced by others' positive feedback about the products mentioned earlier."
shapellxofficial,Apparel & Footwear,I wear 14,0,The user is indicating their clothing size (likely US size 14) to inquire about product fit or availability.
shapellxofficial,Apparel & Footwear,ur so pretty!!!!!!,0,"The user is complimenting the host's appearance enthusiastically, likely expressing admiration and engagement with the live stream."
shapellxofficial,Apparel & Footwear,Can I get job?,0,"The user is likely asking if they can join the brand's team or work with them, possibly inspired by the positive product discussions."
shapellxofficial,Apparel & Footwear,Wisconsin,0,The user is likely stating their location (Wisconsin) to inquire about shipping options or product availability in their area.
shapellxofficial,Apparel & Footwear,San Diego,0,"The user is likely indicating their location to inquire about shipping or product availability, similar to others sharing where they're from."
shapellxofficial,Apparel & Footwear,oklahoma,0,"The user is likely indicating their location (Oklahoma) to ask about product availability or shipping, similar to previous location-based comments like ""Florida"" and ""Puerto Rico."""
shapellxofficial,Apparel & Footwear,New Orleans,0,"The user is likely mentioning their location (""New Orleans"") to inquire about product availability or shipping options, similar to previous location-based questions."
shapellxofficial,Apparel & Footwear,Las Vegas,0,"The user is likely sharing their location like others, possibly indicating interest in product availability or shipping to Las Vegas."
shapellxofficial,Apparel & Footwear,NYC,0,The user is likely indicating their location (New York City) in response to others sharing where they're from.
shapellxofficial,Apparel & Footwear,"Fresno ,CA",0,"The user is likely sharing their location to inquire about shipping availability or delivery time to Fresno, California."
shapellxofficial,Apparel & Footwear,Can I have one for free,0,"The user is likely joking or playfully asking if they can receive the product without paying, possibly influenced by the lighthearted tone of previous comments."
shapellxofficial,Apparel & Footwear,Would this be good for post op,1,"The user is likely asking if the product would be suitable for post-surgery recovery, possibly referencing earlier mentions of comfort and medical benefits."
shapellxofficial,Apparel & Footwear,Is it jump proof,1,The user is likely asking if the product is durable enough to withstand jumping or high-impact activities.
shapellxofficial,Apparel & Footwear,Just ordered,0,The user is confirming their recent purchase of the product being discussed in the live stream.
shapellxofficial,Apparel & Footwear,My jeans size is 16,0,"The user is likely indicating their size to inquire about product availability or fit for jeans, similar to others sharing sizes or purchase intentions."
shapellxofficial,Apparel & Footwear,Why do it say $77.95,0,The user is likely questioning or expressing surprise about the displayed price of $77.95 for the product being discussed in the live stream.
shapellxofficial,Apparel & Footwear,Thank you I bought it just right now I really appreciated you are giving me hope I,0,"The user is expressing gratitude for the product recommendation and confirming their purchase, feeling hopeful about the item's potential impact."
shapellxofficial,Apparel & Footwear,Can you please put the swim suit with the cut out in the front on flash sale ?!,1,The user is requesting a discounted price for a specific swimsuit design they're interested in purchasing.
shapellxofficial,Apparel & Footwear,what size are you in,1,The user is likely asking about the size of the product being worn or modeled to determine their own fit.
shapellxofficial,Apparel & Footwear,10/12 ?,0,"The user is likely asking if the product is available in size 10/12, inquiring about size options based on previous sizing discussions."
shapellxofficial,Apparel & Footwear,Thank you so much,0,The user is expressing gratitude likely after making a purchase or receiving helpful information from the host.
shapellxofficial,Apparel & Footwear,My size of pants sometimes goes 18 and sometimes on 16,0,"The user is expressing uncertainty about their pants size, mentioning it varies between 16 and 18, likely seeking sizing advice before purchasing."
shapellxofficial,Apparel & Footwear,18 on pants sometimes on 16 pants,0,The user is indicating that their pant size varies between 16 and 18 depending on the fit or brand.
shapellxofficial,Apparel & Footwear,I weight 205 what would be my size,1,"The user is asking for size recommendations based on their weight of 205 pounds, likely for clothing or apparel mentioned in the直播."
shapellxofficial,Apparel & Footwear,can I see the back please,1,The user is likely asking to view the rear design/details of the product being shown in the live stream.
shapellxofficial,Apparel & Footwear,what size you have on..,1,"The user is inquiring about the available sizes for the item being shown, likely to determine if their size is in stock before considering a purchase."
shapellxofficial,Apparel & Footwear,Thank youuuuu!!!!,0,"The user is expressing heartfelt gratitude, likely after purchasing or receiving helpful sizing advice, influenced by others' positive interactions in the chat."
shapellxofficial,Apparel & Footwear,I want shapeweAr,1,The user is likely expressing interest in purchasing shapewear and asking about its availability or sizing options.
shapellxofficial,Apparel & Footwear,coolbeans thanks,0,"The user likely means ""That's awesome, thanks for the helpful info!"" expressing appreciation for the product details shared in the chat."
shapellxofficial,Apparel & Footwear,"16-18, but I only fit a 3x in the lace bodysuit, the smaller ones were way too small for me",0,"The user is sharing their sizing experience, indicating they typically wear sizes 16-18 but needed a larger size (3X) in the lace bodysuit as the smaller sizes didn't fit them."
shapellxofficial,Apparel & Footwear,I just got it,0,The user likely means they recently purchased the product mentioned in the live stream.
shapellxofficial,Apparel & Footwear,"size 16,  18",0,The user is likely indicating their clothing size range (between 16 and 18) in response to product sizing discussions in the chat.
shapellxofficial,Apparel & Footwear,coolbeans,0,"The user likely means ""That's awesome"" or ""I like it,"" expressing positive interest in the product based on the enthusiastic tone of previous comments."
shapellxofficial,Apparel & Footwear,Size 910,0,The user is likely asking if the product is available in size 910 or confirming their own size preference based on previous sizing discussions.
shapellxofficial,Apparel & Footwear,Thank you luv,0,The user is likely expressing gratitude for helpful sizing advice or a positive shopping experience in the chat.
shapellxofficial,Apparel & Footwear,"Finally got my right size in the lace bodysuit and I loveeeeeee, gonna get the shorts mid waist!",1,The user is excited about finding the right fit in the lace bodysuit and plans to purchase the matching mid-waist shorts next.
shapellxofficial,Apparel & Footwear,I weight 245,0,"The user is likely asking for size recommendations based on their weight of 245 pounds, similar to previous inquiries about sizing in the chat."
shapellxofficial,Apparel & Footwear,I weigt245lb size 2xl,0,"The user is asking for size recommendations based on their weight of 245lbs, likely seeking a 2XL fit like others discussing similar sizing concerns."
shapellxofficial,Apparel & Footwear,shapewdD,0,"The user likely meant to type ""shapewear"" and is expressing interest in purchasing the product mentioned in the直播."
shapellxofficial,Apparel & Footwear,16-18?,0,"The user is likely asking if the product is available in sizes 16 or 18, based on previous discussions about sizing variations for similar items."
shapellxofficial,Apparel & Footwear,I love your energy and your giving me confidence thank you soo much,0,The user is expressing gratitude and appreciation for the host's positive energy and the confidence boost they've gained from the livestream.
shapellxofficial,Apparel & Footwear,size 20-22,0,The user is likely inquiring about the availability or fit of a product in sizes 20-22 based on previous discussions about sizing.
shapellxofficial,Apparel & Footwear,ok thank you will you be back on tomorrow,0,The user is likely expressing gratitude and asking if the seller will be live again tomorrow to continue shopping or get more product information.
shapellxofficial,Apparel & Footwear,"LAST 1 MINUTE, grab while you can, besties",0,"The user is urging friends to quickly purchase the remaining items before the deal ends, likely referencing limited stock or time-sensitive offers mentioned earlier."
shapellxofficial,Apparel & Footwear,Follow us to find out AMAZING DEALS,0,The user is encouraging others to follow the account for exclusive discounts and updates on future deals.
shapellxofficial,Apparel & Footwear,Is better to work out,0,The user is likely asking if the product is suitable for workout purposes or comparing its fitness functionality.
shapellxofficial,Apparel & Footwear,one more,0,"The user likely wants the host to showcase or restock the product again, possibly due to interest in purchasing it after seeing others' positive feedback."
