live_id,species,content,label,background
glambycandy,Apparel & Footwear,Hi candy,0,"The user is likely greeting the host or asking a casual question, possibly about a product named ""candy"" or the host's nickname."
glambycandy,Apparel & Footwear,Hello,0,The user is likely greeting the host or other viewers casually without expressing direct purchase intent.
glambycandy,Apparel & Footwear,Can u do tops too please,1,"The user is likely asking if the seller also offers tops, showing interest in purchasing similar items to the ones being showcased."
glambycandy,Apparel & Footwear,When is the deal over?,1,The user is likely inquiring about the deadline for the current promotion to decide whether to make a purchase soon.
glambycandy,Apparel & Footwear,Size 8 or 10,0,"The user is inquiring about the available sizes, likely for a specific clothing item mentioned earlier in the chat, to determine their potential purchase option."
glambycandy,Apparel & Footwear,size 14,1,"The user is likely inquiring about the availability or fit of a product in size 14, possibly following previous size-related questions in the chat."
glambycandy,Apparel & Footwear,How much is it for shorts and body suit,1,"The user is inquiring about the prices of shorts and bodysuits, showing clear purchase intent by asking for cost details on specific clothing items."
glambycandy,Apparel & Footwear,Size 6,1,"The user is likely inquiring about the availability or fit details of a product in size 6, following previous size-related questions in the chat."
glambycandy,Apparel & Footwear,Size 16,1,"The user is likely inquiring about the availability or fit of a product in size 16, following previous discussions about sizing options in the chat."
glambycandy,Apparel & Footwear,Jean size 5,0,"The user is inquiring about the availability or fit of jeans in size 5, likely seeking purchase advice based on the ongoing size-related discussions."
glambycandy,Apparel & Footwear,Size 8,0,"The user is likely inquiring about the availability or fit of a product in size 8, possibly referencing clothing or footwear mentioned earlier in the chat."
glambycandy,Apparel & Footwear,size 3,0,"The user is inquiring about the availability or fit of the product in size 3, likely seeking purchase advice based on the ongoing size-related discussion."
glambycandy,Apparel & Footwear,Size 18,0,"The user is likely inquiring about the availability or fit of a product in size 18, following the trend of others asking about sizing options."
glambycandy,Apparel & Footwear,Top from where?,1,The user is likely asking about the origin or brand of the top being shown in the直播.
glambycandy,Apparel & Footwear,Jean size 8/9,0,"The user is inquiring about the availability or fit of jeans in sizes 8 or 9, likely comparing their own size to the options mentioned earlier."
glambycandy,Apparel & Footwear,Size 4,0,The user is likely inquiring about the availability or fit of a product in size 4 based on the ongoing discussion about sizing.
glambycandy,Apparel & Footwear,Just ordered mine,0,"The user is confirming their purchase of the product being discussed, likely responding to sizing or deal inquiries from earlier in the chat."
glambycandy,Apparel & Footwear,noo ladies i ment the surgery,0,"The user is clarifying they were referring to a surgical procedure, not the clothing sizes being discussed in the chat."
glambycandy,Apparel & Footwear,I want that jumpsuit,1,The user is expressing strong interest in purchasing the jumpsuit shown in the直播.
glambycandy,Apparel & Footwear,What jeans does niki have?,1,"The user is likely inquiring about the specific brand or style of jeans that the host Niki is wearing, showing interest in purchasing similar ones."
glambycandy,Apparel & Footwear,Where are her jeans from,1,"The user is asking about the brand or source of the jeans the host is wearing, showing clear purchase interest in that specific clothing item."
glambycandy,Apparel & Footwear,Can you flash the high waisted?,1,"The user is asking the host to briefly show or highlight the high-waisted style of clothing being discussed, likely to assess its appearance before considering purchase."
glambycandy,Apparel & Footwear,Slim body suit,1,"The user is likely inquiring about the availability or details of a slim-fitting bodysuit, possibly seeking sizing or pricing information based on the context of previous size-related questions."
glambycandy,Apparel & Footwear,Okay thank you,0,"The user likely acknowledges helpful sizing information or answers received, politely concluding their inquiry without immediate purchase intent."
glambycandy,Apparel & Footwear,sorry meant bodysuit the one you have on,0,"The user is clarifying their interest in the exact bodysuit the host is currently wearing, likely correcting a previous unclear mention."
glambycandy,Apparel & Footwear,Do a poll,0,The user likely wants the host to conduct a poll about product sizes or preferences based on the ongoing discussions about sizing and item choices.
glambycandy,Apparel & Footwear,What faja do you recommend for after I give birth ?,1,"The user is asking for recommendations on postpartum shapewear, showing interest in purchasing a faja after childbirth."
glambycandy,Apparel & Footwear,Will you guys restock Gabrielle?,1,"The user is inquiring about the potential restock of the ""Gabrielle"" product, showing clear purchase intent based on previous size-related and product-specific questions."
glambycandy,Apparel & Footwear,Yes u can tell,0,"The user likely means ""Yes, you can share the brand or details of the item being discussed."""
glambycandy,Apparel & Footwear,You look so good Nikki,0,"The user is complimenting Nikki's appearance likely in relation to the clothing being showcased, implying interest in the outfit's style or fit."
glambycandy,Apparel & Footwear,Wait one more minute,0,"The user likely wants the host to briefly pause or hold the current item before moving on, possibly to check details or make a decision."
glambycandy,Apparel & Footwear,How much are the long sleeve shirts ?,1,"The user is inquiring about the price of the long sleeve shirts, showing genuine interest in potentially purchasing them."
glambycandy,Apparel & Footwear,guys im i am in tornado warning mode,0,"The user is likely expressing excitement or urgency about the live sale, possibly due to limited stock or time-sensitive deals, rather than an actual tornado warning."
glambycandy,Apparel & Footwear,if they dont fit could we return ?,1,"The user is likely asking about the return policy for the jeans or jumpsuit mentioned earlier, concerned about whether they can return them if the size doesn't fit."
glambycandy,Apparel & Footwear,When will you guys restock?,1,"The user is inquiring about the availability of a previously sold-out product, likely the Gabrielle item mentioned earlier, showing intent to purchase upon restock."
glambycandy,Apparel & Footwear,can you do a flash sale on the short sleeve seamless ??,1,"The user is requesting a limited-time discount on the short sleeve seamless item, showing clear purchase interest if the price is reduced."
glambycandy,Apparel & Footwear,how would we return them ?,1,"The user is inquiring about the return policy for items that may not fit, likely referencing the previous mention of returns in the chat."
glambycandy,Apparel & Footwear,Long sleeve shirt,1,"The user is likely inquiring about the long sleeve shirt mentioned earlier, possibly asking for details like price, availability, or features."
glambycandy,Apparel & Footwear,purchased,0,"The user likely confirms they've bought the item mentioned earlier, possibly the jumpsuit or bodysuit, showing successful conversion from interest to purchase."
glambycandy,Apparel & Footwear,Are the Santiago Jean stretchy,1,"The user is asking if the Santiago jeans have stretch or flexibility, likely considering their fit and comfort before purchasing."
glambycandy,Apparel & Footwear,Yesssssss,0,"The user is enthusiastically agreeing or showing strong approval, likely in response to a product feature, restock, or positive comment mentioned earlier in the chat."
glambycandy,Apparel & Footwear,Just ordered!,0,"The user is confirming they've just made a purchase, likely influenced by the product discussion and positive atmosphere in the chat."
glambycandy,Apparel & Footwear,Im gald,0,"The user likely means ""I'm glad"" and is expressing satisfaction or happiness, possibly about a product, purchase, or information shared in the live stream."
glambycandy,Apparel & Footwear,I LOVE YOU NIKIIIII,0,"The user is enthusiastically expressing admiration and support for the host Nikki, likely in response to her appearance or presentation."
glambycandy,Apparel & Footwear,"NIKKI, CANDY YOU ARE SO PRETTY",0,"The user is expressing admiration for Nikki's appearance, likely in response to her outfit or presentation, similar to others complimenting her looks in the chat."
glambycandy,Apparel & Footwear,Yes,0,"The user likely agrees with a previous statement or confirms a positive response to a product-related question, showing engagement or interest in purchasing."
glambycandy,Apparel & Footwear,Jeans,1,"The user is likely asking about the availability or details of the jeans mentioned earlier (""Santiago Jean""), possibly inquiring about fit or restock."
glambycandy,Apparel & Footwear,What the name of Niki jeans,1,"The user is asking for the specific name or style of the jeans Nikki is wearing, likely interested in purchasing them."
glambycandy,Apparel & Footwear,One more minute,0,"The user is likely requesting the host to extend the current discussion or sale for another minute, possibly to finalize a purchase decision."
glambycandy,Apparel & Footwear,Gabriel jeans,0,"The user is likely asking for the name or details of the jeans Nikki is wearing, similar to the previous question about her jeans."
glambycandy,Apparel & Footwear,I meant the pole options lol,0,"The user is clarifying their previous question about the available choices for poles, likely referring to a product feature mentioned earlier in the直播."
glambycandy,Apparel & Footwear,Body suit,0,The user is likely inquiring about the availability or details of a bodysuit product mentioned in the直播.
glambycandy,Apparel & Footwear,I need prayers candy si me hacen el favor thank you,0,"The user is likely requesting the ""prayers candy"" product politely, possibly asking if it's available or can be shown, blending Spanish/English in a friendly tone common in fan interactions."
glambycandy,Apparel & Footwear,what size should I get,1,The user is likely interested in purchasing the product and is seeking advice on selecting the appropriate size for their purchase.
glambycandy,Apparel & Footwear,Size 12 jeans,0,The user is likely inquiring about the availability or details of size 12 jeans mentioned earlier in the chat.
glambycandy,Apparel & Footwear,Bodysuit,1,"The user is likely inquiring about the bodysuit mentioned earlier, possibly asking for details, availability, or expressing interest in purchasing it."
glambycandy,Apparel & Footwear,Body suits,1,The user is likely inquiring about or expressing interest in the bodysuits mentioned earlier in the chat.
glambycandy,Apparel & Footwear,Both,0,"The user likely means ""both items mentioned (jeans and bodysuit)"" to inquire about sizing or purchasing options."
glambycandy,Apparel & Footwear,lol,0,"The user is likely clarifying their previous question about the jeans' options in a casual, humorous tone."
glambycandy,Apparel & Footwear,what size are you?,1,The user is likely asking about the size of the clothing item being discussed to determine if it would fit them or suit their needs.
glambycandy,Apparel & Footwear,Size 8 curvy,1,"The user is likely inquiring about the availability or fit of a size 8 curvy item, possibly referring to jeans or bodysuits mentioned earlier in the chat."
glambycandy,Apparel & Footwear,Pompis!!!!,0,"The user is likely expressing excitement or admiration for a product named ""Pompis,"" possibly a clothing item mentioned earlier in the stream."
glambycandy,Apparel & Footwear,I just got in to the live,0,The user is likely expressing they've just joined the live stream and are catching up with the ongoing discussion about clothing items and sizes.
glambycandy,Apparel & Footwear,More time,0,The user is likely requesting the host to extend the live stream or spend more time showcasing the products.
glambycandy,Apparel & Footwear,Cuanto,0,"The user is likely asking ""How much does it cost?"" in Spanish, referring to the jeans or bodysuit mentioned in previous messages."
glambycandy,Apparel & Footwear,Siiiiii,0,"The user is likely expressing excitement or strong interest in a product, possibly echoing enthusiasm similar to previous comments about jeans or bodysuits."
glambycandy,Apparel & Footwear,Como se mi size,0,"The user is likely asking ""What is my size?"" in Spanish, seeking guidance on sizing for the mentioned jeans or bodysuit based on the previous chat context."
glambycandy,Apparel & Footwear,I had some steak!!!,0,"The user likely wants to share their excitement about having steak, possibly as a casual off-topic comment or relating to the livestream's relaxed atmosphere."
glambycandy,Apparel & Footwear,Cómo steak,0,"The user is likely asking about the steak mentioned earlier, possibly inquiring its price, availability, or details in Spanish."
glambycandy,Apparel & Footwear,Yes,0,"The user likely agrees with or confirms a previous suggestion about sizing or product choice, showing positive interest in purchasing."
glambycandy,Apparel & Footwear,size 6,0,"The user is likely inquiring about the availability or details of a product in size 6, possibly referring to clothing mentioned earlier like bodysuits or jeans."
glambycandy,Apparel & Footwear,How do I know my size?,1,The user is asking for guidance on determining their correct size for the clothing item being discussed in the live stream.
glambycandy,Apparel & Footwear,Just ordered,0,"The user is confirming they've just made a purchase, likely influenced by the ongoing sizing discussions in the chat."
glambycandy,Apparel & Footwear,Hello,0,"The user likely greeted the host casually without specific purchase intent, aligning with the chat's mix of sizing questions and casual banter."
glambycandy,Apparel & Footwear,Are the tops true to size,1,"The user is asking if the tops fit as expected based on standard sizing, likely seeking clarity before purchase amid ongoing size-related discussions."
glambycandy,Apparel & Footwear,"If I weight 168, what size would I be ?",1,"The user is asking for size recommendations based on their weight of 168 pounds, likely referring to clothing items discussed in the live stream."
glambycandy,Apparel & Footwear,Size 0,0,"The user is likely inquiring about the availability or fit of a product in size 0, possibly comparing it to other mentioned sizes like 6 or 8."
glambycandy,Apparel & Footwear,Size 9 jeans,0,"The user is likely inquiring about the availability or fit of size 9 jeans, possibly comparing sizes mentioned earlier in the chat."
glambycandy,Apparel & Footwear,Hey guys!!!,0,The user is likely greeting the audience enthusiastically to engage in the ongoing size-related discussion or seek attention for their own sizing query.
glambycandy,Apparel & Footwear,Size 10,0,"The user is likely inquiring about the availability or fit of a product in size 10, possibly following previous discussions on sizing."
glambycandy,Apparel & Footwear,Do you have one that has tummy control?,1,"The user is asking if the product offers a version with tummy-slimming features, likely seeking shapewear or high-waisted designs for better fit."
glambycandy,Apparel & Footwear,Heyyyy!!! I was out having dinner,0,"The user is casually sharing their recent activity without indicating direct purchase interest, likely engaging socially rather than seeking product information."
glambycandy,Apparel & Footwear,candy I loved the shorts they made my body shorts,0,"The user is expressing admiration for the shorts, implying they fit well and flatter their figure, likely indicating interest in purchasing or complimenting the product."
glambycandy,Apparel & Footwear,Is this live?,0,The user is likely asking if the broadcast is live to confirm they're watching real-time content before engaging further.
glambycandy,Apparel & Footwear,Damn I was this close to get it,0,"The user is expressing frustration at narrowly missing out on purchasing the item, likely due to hesitation or uncertainty about sizing."
glambycandy,Apparel & Footwear,I bought mine im excited,0,"The user is expressing satisfaction with their purchase and enthusiasm about receiving it, likely in response to others discussing sizing and ordering."
glambycandy,Apparel & Footwear,I wore that tonight lol,0,"The user is casually sharing that they already own and are currently wearing the promoted item, implying satisfaction and subtly endorsing the product to others."
glambycandy,Apparel & Footwear,Thank you!,0,The user likely expresses gratitude for helpful sizing advice or product recommendations based on previous chat discussions about purchases and fit.
glambycandy,Apparel & Footwear,11 curvy,0,The user is likely asking if the clothing item comes in size 11 for curvy body types.
glambycandy,Apparel & Footwear,Size 12,0,"The user is inquiring about the availability or fit of a product in size 12, likely following the sizing-related discussions in previous messages."
glambycandy,Apparel & Footwear,Size 10 for body suite,1,"The user is inquiring about the availability or fit of a bodysuit in size 10, likely seeking confirmation or sizing advice based on previous discussions about measurements."
glambycandy,Apparel & Footwear,Oh okay so depending on the material,0,The user is likely asking how the product's fit or quality varies based on different materials used.
glambycandy,Apparel & Footwear,just ordered!  thank you!,0,The user is confirming their purchase and expressing gratitude for the product or shopping experience.
glambycandy,Apparel & Footwear,For the body suites size 10,1,"The user is likely inquiring about the fit or availability of body suits in size 10, possibly seeking confirmation or advice based on previous sizing discussions."
glambycandy,Apparel & Footwear,Are these good to wear under two piece sets ?,1,"The user is asking if the mentioned clothing items are suitable as undergarments for two-piece outfits, indicating potential purchase interest based on functionality."
glambycandy,Apparel & Footwear,I already buy it,0,"The user is confirming their purchase of the product mentioned earlier in the chat, likely responding to the host's promotion or others' buying experiences."
glambycandy,Apparel & Footwear,Size 2-4,0,The user is likely inquiring about the availability of the product in sizes 2 through 4.
glambycandy,Apparel & Footwear,Size 13,0,"The user is inquiring about the availability of a product in size 13, likely referring to the same item previously discussed in sizes like 10 or 12."
glambycandy,Apparel & Footwear,Size 15,0,"The user is likely inquiring about the availability of a product in size 15, indicating potential purchase interest based on previous size-related questions."
glambycandy,Apparel & Footwear,One last minute plz,0,The user is likely asking the host to extend the sale or keep the product available for one more minute to make a purchase.
glambycandy,Apparel & Footwear,Body suit sale please,0,"The user is likely requesting a discount or promotion on bodysuits, showing purchase interest based on others discussing sizes and orders."
glambycandy,Apparel & Footwear,Has it finished,0,"The user is likely asking if the product sale or live stream has ended, possibly wanting to make a last-minute purchase."
glambycandy,Apparel & Footwear,What I missed lol,0,The user likely missed a product or sale announcement and is expressing playful regret about not catching it earlier.
glambycandy,Apparel & Footwear,They are the best!!!!,0,"The user is enthusiastically praising the product's quality or performance, likely based on their own positive experience or others' feedback in the chat."
glambycandy,Apparel & Footwear,Size 14 ? What size do u recommend,1,"The user is asking for size recommendations, likely for a bodysuit or similar item, based on others discussing sizes and purchases in the chat."
glambycandy,Apparel & Footwear,Im currently pregnant but im about to give birth in a week so i need this but idk what size to get,0,The user is expressing urgent interest in purchasing the product but is unsure about sizing due to her pregnancy and imminent delivery.
glambycandy,Apparel & Footwear,Is this live or prerecorded,0,The user is likely checking if the content is real-time to decide whether to engage with potential live-exclusive offers or interactions.
glambycandy,Apparel & Footwear,Size 0,0,The user is likely inquiring about the availability or details of the smallest size (Size 0) for the bodysuit mentioned in previous messages.
glambycandy,Apparel & Footwear,7月9日,0,The user is likely asking if the product will still be available or restocked by July 9th.
glambycandy,Apparel & Footwear,10月12日,0,"The user is likely asking if the product will be available or restocked by October 12th, possibly for a personal deadline or event."
glambycandy,Apparel & Footwear,What size does Melo wear?,1,"The user is likely asking about the size of a specific product (possibly a bodysuit) that someone named Melo is wearing, to determine their own size choice."
glambycandy,Apparel & Footwear,Tap and share,0,The user likely wants to encourage others to interact with the live stream by tapping to share the content.
glambycandy,Apparel & Footwear,are black and skin color the same?,1,"The user is likely asking if the product's ""black"" color option matches their skin tone for a seamless look."
glambycandy,Apparel & Footwear,We good,0,"The user likely means ""Is this product good quality?"" or ""Is this worth buying?"" based on others asking about sizing and product suitability."
glambycandy,Apparel & Footwear,thank u?,0,The user is likely expressing gratitude for a previous answer or assistance regarding sizing or product details.
glambycandy,Apparel & Footwear,Yes,0,"The user likely agrees or confirms their purchase intention, possibly responding to a question about buying or sizing."
glambycandy,Apparel & Footwear,Not him pulling the tanga,0,The user is likely expressing playful surprise or disbelief at the model showcasing revealing underwear (tanga) during the live product demonstration.
glambycandy,Apparel & Footwear,Where can I buy the jeans ?,1,The user is likely interested in purchasing the jeans and is asking for information on how to make the purchase.
glambycandy,Apparel & Footwear,Size 8 jeans ??,1,"The user is likely inquiring about the availability or details of size 8 jeans, possibly seeking purchase guidance or stock confirmation."
glambycandy,Apparel & Footwear,Go to sleep,0,"The viewer is likely expressing fatigue or suggesting the stream is boring, possibly due to prolonged sales talk or lack of engaging content."
glambycandy,Apparel & Footwear,Size 10 jeans,1,"The user is inquiring about the availability or details of jeans in size 10, likely seeking purchase guidance or stock confirmation."
glambycandy,Apparel & Footwear,Medium in dresses,1,The user is likely asking if medium size is available in the dresses being showcased or suggesting they're interested in purchasing a medium-sized dress.
glambycandy,Apparel & Footwear,Waist 29 128lb,0,"The user is likely asking if a waist size of 29 inches would fit someone weighing 128 pounds, seeking sizing advice for potential purchase."
glambycandy,Apparel & Footwear,What do you recommend for postpartum,1,The user is likely seeking product recommendations for postpartum recovery or maternity wear based on their upcoming childbirth.
glambycandy,Apparel & Footwear,Wait what time is it for you?,0,The user is likely asking about the current time in the host's location to determine if the live session aligns with their own schedule for potential purchase opportunities.
glambycandy,Apparel & Footwear,Large,0,"The user is likely inquiring about the availability or sizing of a product in ""Large,"" possibly referring to clothing mentioned in previous messages."
glambycandy,Apparel & Footwear,idc what anybody says these people work !,0,"The user is enthusiastically endorsing the effectiveness of the products being showcased, regardless of others' opinions."
glambycandy,Apparel & Footwear,is that good for postpartum?,1,"The user is asking if the product is suitable for postpartum recovery, likely seeking recommendations similar to a previous query about postpartum items."
glambycandy,Apparel & Footwear,North Carolina,0,"The user is likely inquiring about product availability or shipping options to North Carolina, similar to previous questions about sizes and purchasing details."
glambycandy,Apparel & Footwear,I wear the bodysuits every day,0,"The user is expressing satisfaction with the product by stating they use it daily, implying a positive experience and potential endorsement."
glambycandy,Apparel & Footwear,what size should I get for bodysuit,1,"The user is asking for size recommendations for a bodysuit, likely seeking advice based on others' experiences or product details mentioned earlier."
glambycandy,Apparel & Footwear,ok ill wait,0,The user likely intends to wait for more information or a response regarding product details like sizes or recommendations before making a decision.
glambycandy,Apparel & Footwear,Which one is she wearing?,1,The user is asking to identify the specific clothing item or style the host is currently wearing to potentially purchase it.
glambycandy,Apparel & Footwear,any shorts that are seamless under dresses,1,"The user is asking if there are any seamless shorts suitable to wear under dresses, likely seeking comfort or discreet layering options."
glambycandy,Apparel & Footwear,For size 7 jeans which size in the body suit,1,"The user is asking for the equivalent bodysuit size that matches a size 7 in jeans, likely seeking sizing advice for a coordinated outfit."
glambycandy,Apparel & Footwear,Size 7 jeans which size,1,"The user is asking for the equivalent size in bodysuits when they wear size 7 in jeans, likely referencing a previous discussion about sizing conversion between products."
glambycandy,Apparel & Footwear,what faja is nikki wearing,1,"The user is asking about the brand or style of the faja (shapewear) that Nikki is wearing in the livestream, showing interest in purchasing a similar one."
glambycandy,Apparel & Footwear,Yes!!!!!,0,"The user is enthusiastically agreeing or confirming something, likely about a product size or recommendation mentioned earlier in the chat."
glambycandy,Apparel & Footwear,any shorts seamless ?,1,"The user is asking if there are any seamless shorts available in the current collection, likely seeking comfortable and discreet undergarment options."
glambycandy,Apparel & Footwear,Tap and share,0,The user likely wants to engage with the content by tapping to share the live stream or a product link with others.
glambycandy,Apparel & Footwear,Fajate,0,"The user is likely asking about the specific brand or style of the shapewear (""faja"") being worn by the host Nikki."
glambycandy,Apparel & Footwear,Your so beautiful,0,The user is likely complimenting the host's appearance while showing engagement in the fashion-focused discussion.
glambycandy,Apparel & Footwear,I need that makeup tutorial girlll,0,"The user is expressing interest in learning how to apply the makeup being featured, likely inspired by the host's appearance or products shown."
glambycandy,Apparel & Footwear,Hauls!,0,The user is excitedly expressing interest in purchasing multiple items showcased in the live stream.
glambycandy,Apparel & Footwear,Mini vlogs,0,"The user is likely asking if the brand offers mini vlog-style content showcasing the products, possibly inspired by the fashion hauls mentioned earlier."
glambycandy,Apparel & Footwear,WORKOUT/FOOD,0,"The user is likely inquiring about workout-friendly food options or meal plans related to fitness, possibly connecting to the activewear discussion in previous messages."
glambycandy,Apparel & Footwear,I love everything you and your girls do. Daily blogs,0,"The user is expressing admiration for the host's content and daily vlogs, showing strong engagement and potential interest in related products."
glambycandy,Apparel & Footwear,Skin care,0,The user is likely inquiring about the skincare products being discussed or shown in the live stream.
glambycandy,Apparel & Footwear,Mini vlogs and hauls!,0,"The user is excited about the idea of sharing short videos showcasing purchases and outfits, likely inspired by others' mentions of hauls and vlogs."
glambycandy,Apparel & Footwear,Can I see the jeans your wearing,1,The user is asking to see the specific jeans the host is wearing to consider purchasing them.
glambycandy,Apparel & Footwear,Workout FOOOD,0,The user is likely asking about workout-related food or meal recommendations mentioned in the直播.
glambycandy,Apparel & Footwear,does it grip,0,The user is likely asking if the product (possibly clothing or accessories) provides a secure or non-slip fit.
glambycandy,Apparel & Footwear,Makeup tutorials!,0,"The user is likely requesting or showing interest in makeup tutorial content, possibly inspired by previous mentions of beauty and fashion topics in the chat."
glambycandy,Apparel & Footwear,Cooking videos !!,0,The user is suggesting or requesting to see cooking-related content in the upcoming videos.
glambycandy,Apparel & Footwear,Makeup,0,The user is likely asking about or showing interest in the makeup products being used or featured in the live stream.
glambycandy,Apparel & Footwear,Fájate,0,"The user is likely asking about the brand or details of the waist trainer (faja) the host is wearing, similar to previous queries about clothing items."
glambycandy,Apparel & Footwear,Life story,0,The user is likely asking for personal lifestyle content or daily routine updates from the host.
glambycandy,Apparel & Footwear,We will put Nestor to cook,0,The user is likely requesting to see a cooking segment featuring someone named Nestor in the live stream.
glambycandy,Apparel & Footwear,day in the life of an entrepreneur,0,"The user is likely expressing interest in seeing content about the daily routine or lifestyle of an entrepreneur, possibly as inspiration or entertainment."
glambycandy,Apparel & Footwear,pranks,0,"The user is likely asking for or suggesting content about pranks, possibly as a fun or entertaining addition to the current topics like hauls and vlogs."
glambycandy,Apparel & Footwear,I wanna be your bestie!!,0,"The user is expressing strong admiration and a desire to form a close friendship with the streamer, likely influenced by the upbeat and personal tone of previous comments."
glambycandy,Apparel & Footwear,Fajate,0,"The user is likely asking about the fit or comfort of a product, possibly related to clothing or accessories, based on the context of fashion and hauls in previous messages."
glambycandy,Apparel & Footwear,Love all your videos i follow you since 2019,0,"The user expresses long-term admiration and loyalty to the creator, highlighting their consistent support since 2019."
glambycandy,Apparel & Footwear,do the jeans you have on go good on short girls?,1,The user is asking if the jeans the host is wearing would look flattering on someone with a shorter stature.
glambycandy,Apparel & Footwear,I started watching you since 2015,0,"The user is expressing long-term support and loyalty to the creator since 2015, likely indicating continued interest in their content and products."
glambycandy,Apparel & Footwear,what size do you wear,1,The user is likely asking about the size of the clothing the host is wearing to gauge if it would fit them or suit their own body type.
glambycandy,Apparel & Footwear,hahahha we love transparency,0,"The user appreciates the host's honesty and openness in the content, aligning with the positive and supportive tone of previous comments about the host's authenticity."
glambycandy,Apparel & Footwear,pranks,0,"The user is likely suggesting or requesting content related to playful practical jokes, possibly as a future video idea or recalling a previous prank segment."
glambycandy,Apparel & Footwear,Can I see the jeans your wearing,1,The user is interested in purchasing the jeans the host is wearing and wants a closer look to assess their style and fit.
glambycandy,Apparel & Footwear,Why is she yelling,0,The user is likely expressing confusion or discomfort about the host's loud or overly enthusiastic tone during the live stream.
glambycandy,Apparel & Footwear,Congratulations to the winner,0,"The user is likely acknowledging a giveaway winner in a friendly, supportive manner, aligning with the chat's mix of product questions and casual engagement."
glambycandy,Apparel & Footwear,Do you want any more kids?,0,"The user is likely asking the host if they plan to have more children, possibly out of personal curiosity or to relate to the host's lifestyle content."
glambycandy,Apparel & Footwear,how tall are you,1,The user is likely asking about the height of the person in the video to gauge clothing fit or appearance relevance.
glambycandy,Apparel & Footwear,You two are a powerhouse,0,"The user is complimenting the hosts' dynamic and effective collaboration, likely in response to their engaging and entertaining performance during the live stream."
glambycandy,Apparel & Footwear,what size are you,1,The user is likely asking about the size of the clothing or product the host is wearing/displaying to gauge its fit for themselves.
